項次,單位代號,核准日期,預算科目/名稱,關注民代,補助縣市鄉鎮區,申請補(捐)助單位,統一編號,活動名稱,活動時間(起),活動時間(迄),活動地點,"活動總經額 (千元)","申請補助金額 (千元)","核准補助金額 (千元)",核准理由
38,75,aa,aa,aa,萬里區,第二核能發電廠,aa,協助第二核能發電廠辦理關懷電廠所在地低收入戶(含低收入之獨居老人)活動,aa,aa,aa,aa,aa,185,關懷弱勢，提升台電企業形象
39,75,aa,aa,aa,恆春鎮,屏東縣恆春鎮農會,aa,協助屏東縣恆春鎮農會辦理「有機米推廣促銷活動」,aa,aa,aa,aa,aa,60,促進電力開發，增進產業發展
40,75,aa,aa,aa,車城鄉,屏東縣車城地區農會,aa,協助屏東縣車城地區農會辦理慶祝102年農民節暨核能知識宣導活動,aa,aa,aa,aa,aa,90,配合宣導電力開發，維護傳統習俗
41,75,aa,aa,aa,基隆市,協和發電廠,aa,協助協和發電廠辦理102年度協和發電廠睦鄰籃球邀請賽,aa,aa,aa,aa,aa,85,配合宣導電力開發，提昇文教品質
42,75,aa,aa,aa,基隆市,協和發電廠,aa,協助協和發電廠辦理102年度睦鄰路跑活動計畫,aa,aa,aa,aa,aa,300,配合宣導電力開發，提昇文教品質
43,75,aa,aa,aa,通霄鎮,苗栗縣通霄通南媽祖文化協會,aa,協助苗栗縣通霄通南媽祖文化協會辦理102年通南天上聖母祈福文化活動計畫,aa,aa,aa,aa,aa,60,配合宣導電力開發，維護傳統習俗
44,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡守望相助協會,aa,協助苗栗縣苑裡守望相助協會辦理102年度【勤務演練暨政令宣導活動】,aa,aa,aa,aa,aa,50,配合宣導電力開發，提昇文教品質
45,75,aa,aa,aa,通霄鎮,苗栗縣通霄鎮通霄國民小學,aa,協助苗栗縣通霄鎮通霄國民小學辦理通霄國小第20屆美術資優班畢業作品專輯編印計畫,aa,aa,aa,aa,aa,80,配合宣導電力開發，提昇文教品質
46,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡鎮新復社區發展協會,aa,協助苗栗縣苑裡鎮新復社區發展協會辦理102年「媽祖民俗文化」活動,aa,aa,aa,aa,aa,30,配合宣導電力開發，維護傳統習俗
47,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡鎮社苓社區發展協會,aa,協助苗栗縣苑裡鎮社苓社區發展協會辦理102年度「富麗農村計劃工作研習暨發電設施知識參訪」活動,aa,aa,aa,aa,aa,30,配合宣導電力開發，提升台電企業形象
48,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡鎮客庄社區發展協會,aa,協助苗栗縣苑裡鎮客庄社區發展協會辦理結合文化技藝團體102年度聖母媽祖文化藝術觀光季聯合活動,aa,aa,aa,aa,aa,30,配合宣導電力開發，維護傳統習俗
49,75,aa,aa,aa,通霄鎮,苗栗縣通霄鎮通西社區發展協會,aa,協助苗栗縣通霄鎮通西社區發展協會辦理媽媽教室102年度第一期土風舞班研習計劃,aa,aa,aa,aa,aa,40,配合宣導電力開發，提昇文教品質
50,75,aa,aa,aa,通霄鎮,苗栗縣通霄富麗農村發展協會,aa,協助苗栗縣通霄富麗農村發展協會辦理2013「桐遊古道，閱客庄」,aa,aa,aa,aa,aa,40,配合宣導電力開發，提升台電企業形象
51,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡元極舞協會,aa,協助苗栗縣苑裡元極舞協會辦理102年天清地泰元極功夫研習活動,aa,aa,aa,aa,aa,40,配合宣導電力開發，提昇文教品質
52,75,aa,aa,aa,苑裡鎮,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理苑裡鎮102年度模範母親代表揚活動,aa,aa,aa,aa,aa,50,配合宣導電力開發，提升台電企業形象
53,75,aa,aa,aa,龍井區,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理三德里守望相助隊週年慶及表揚優秀隊員暨節約用電宣導活動,aa,aa,aa,aa,aa,50,配合宣導電力開發，提升台電企業形象
54,75,aa,aa,aa,龍井區,台中市漁民發展協會,aa,協助台中市漁民發展協會辦理觀摩各漁港漁民作業概況，以提升捕魚技術暨宣導節約能源活動,aa,aa,aa,aa,aa,180,促進電力開發，增進產業發展
55,75,aa,aa,aa,龍井區,臺中市龍井區龍崗社區發展協會,aa,協助臺中市龍井區龍崗社區發展協會辦理老人會文化觀摩暨節約用電宣導活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，提升台電企業形象
56,75,aa,aa,aa,新屋鄉,桃園縣新屋鄉公所,aa,協助桃園縣新屋鄉公所辦理桃園縣新屋鄉102年『大手牽小手』婦幼親子趣味競賽暨客家文化推廣活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，提升台電企業形象
57,75,aa,aa,aa,新屋鄉,桃園縣新屋鄉公所,aa,協助桃園縣新屋鄉公所辦理102年掛紙文化節-新屋客家.掛紙歸鄉活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，維護傳統習俗
58,75,aa,aa,aa,新屋鄉,桃園縣新屋鄉老人會,aa,協助桃園縣新屋鄉老人會辦理102年春季戶外教學研習暨節能減碳救地球宣導講座活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，提升台電企業形象
59,75,aa,aa,aa,觀音鄉,桃園縣觀音鄉松柏會,aa,協助桃園縣觀音鄉松柏會辦理桃園縣102年度愛與祥和盃長青槌球邀請賽,aa,aa,aa,aa,aa,80,配合宣導電力開發，提昇文教品質
60,75,aa,aa,aa,觀音鄉,大潭發電廠,aa,協助大潭發電廠辦理桃園縣觀音鄉草漯村李蜜妹急難救助慰問,aa,aa,aa,aa,aa,16,關懷弱勢，提升台電企業形象
61,75,aa,aa,aa,觀音鄉,大潭發電廠,aa,協助大潭發電廠辦理桃園縣觀音鄉金湖村陳麗鳳女士急難救助慰問,aa,aa,aa,aa,aa,35,關懷弱勢，提升台電企業形象
62,75,aa,aa,aa,新屋鄉,大潭發電廠,aa,協助大潭發電廠辦理桃園縣新屋鄉方舟教養院院生邱建彰急難救助,aa,aa,aa,aa,aa,42,關懷弱勢，提升台電企業形象
63,75,aa,aa,aa,觀音鄉,桃園縣觀音鄉大潭社區發展協會,aa,協助桃園縣觀音鄉大潭社區發展協會辦理社區觀摩研習暨節約用電宣導活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，提升台電企業形象
64,75,aa,aa,aa,冬山鄉,宜蘭縣冬山鄉公所,aa,協助宜蘭縣冬山鄉公所辦理冬山鄉關懷老人善用能源，節能愛地球暨用電安全系列專案計畫,aa,aa,aa,aa,aa,50,配合宣導電力開發，提升台電企業形象
65,75,aa,aa,aa,冬山鄉,宜蘭縣冬山鄉公所,aa,協助宜蘭縣冬山鄉公所辦理冬山鄉立圖書館申請閱讀、藝文推廣活動及館藏充實專案計畫,aa,aa,aa,aa,aa,50,配合宣導電力開發，提昇文教品質
66,75,aa,aa,aa,深坑區,台北供電區營運處,aa,協助台北供電區營運處辦理電力建設宣導暨桌球邀請賽,aa,aa,aa,aa,aa,89,配合宣導電力開發，提昇文教品質
67,75,aa,aa,aa,埤頭鄉,彰化縣埤頭鄉公所,aa,協助彰化縣埤頭鄉公所辦理彰化縣埤頭鄉村(鄰)長研習暨節能減碳用電安全宣導活動,aa,aa,aa,aa,aa,80,配合宣導電力開發，提升台電企業形象
68,75,aa,aa,aa,台北市,臺北市政府,aa,協助臺北市政府102年度輸變電協助金(施工中)--中崙D/S新建工程,aa,aa,aa,aa,aa,1440,促進電力開發，協助公共建設及增進地方福祉
69,75,aa,aa,aa,台北市,臺北市松山區公所,aa,協助臺北市松山區公所102年度輸變電協助金(施工中)--中崙D/S新建工程,aa,aa,aa,aa,aa,7200,促進電力開發，協助公共建設及增進地方福祉
70,75,aa,aa,aa,雙溪區,新北市雙溪區牡丹國民小學,aa,協助新北市雙溪區牡丹國民小學辦理風雨走廊門窗整修,aa,aa,aa,aa,aa,96,配合宣導電力開發，提昇文教品質
71,75,aa,aa,aa,貢寮區,新北市貢寮區澳底國民小學,aa,協助新北市貢寮區澳底國民小學辦理百週年校慶專刊暨數位典藏計畫,aa,aa,aa,aa,aa,100,配合宣導電力開發，提昇文教品質
,,,,,,,,,,,,,,,
1,75,aa,aa,aa,石門區,石門區公所,aa,協助新北市石門區公所102年度發電年度協助金,aa,aa,aa,aa,aa,52866,促進電力開發，協助公共建設及增進地方福祉
2,75,aa,aa,aa,金山區,金山區公所,aa,協助新北市金山區公所102年度發電年度協助金,aa,aa,aa,aa,aa,26586,促進電力開發，協助公共建設及增進地方福祉
3,75,aa,aa,aa,金山區,金山區公所,aa,協助新北市金山區公所102年度發電年度協助金,aa,aa,aa,aa,aa,40631,促進電力開發，協助公共建設及增進地方福祉
4,75,aa,aa,aa,三芝區,三芝區公所,aa,協助新北市三芝區公所102年度發電年度協助金,aa,aa,aa,aa,aa,28208,促進電力開發，協助公共建設及增進地方福祉
5,75,aa,aa,aa,恆春鎮,恆春鎮公所,aa,協助屏東縣恆春鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,101805,促進電力開發，協助公共建設及增進地方福祉
6,75,aa,aa,aa,滿州鄉,滿州鄉公所,aa,協助屏東縣滿州鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,25239,促進電力開發，協助公共建設及增進地方福祉
7,75,aa,aa,aa,車城鄉,車城鄉公所,aa,協助屏東縣車城鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,27086,促進電力開發，協助公共建設及增進地方福祉
8,75,aa,aa,aa,牡丹鄉,牡丹鄉公所,aa,協助屏東縣牡丹鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,9234,促進電力開發，協助公共建設及增進地方福祉
9,75,aa,aa,aa,八里區,八里區公所,aa,協助新北市八里區公所102年度發電年度協助金,aa,aa,aa,aa,aa,4573,促進電力開發，協助公共建設及增進地方福祉
10,75,aa,aa,aa,龜山鄉,龜山鄉公所,aa,協助桃園縣龜山鄉公所102年度輸變電協助金(運轉中)--頂湖超高壓變電所,aa,aa,aa,aa,aa,8650,促進電力開發，協助公共建設及增進地方福祉
11,75,aa,aa,aa,觀音鄉,觀音鄉公所,aa,協助桃園縣觀音鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,106426,促進電力開發，協助公共建設及增進地方福祉
12,75,aa,aa,aa,路竹區,路竹區公所,aa,協助高雄市路竹區公所102年度發電年度協助金,aa,aa,aa,aa,aa,27422,促進電力開發，協助公共建設及增進地方福祉
13,75,aa,aa,aa,路竹區,高雄市路竹區公所,aa,協助高雄市路竹區公所102年度輸變電協助金(運轉中)--路北超高壓變電所,aa,aa,aa,aa,aa,4100,促進電力開發，協助公共建設及增進地方福祉
14,75,aa,aa,aa,前鎮區,前鎮區公所,aa,協助高雄市前鎮區公所102年度發電年度協助金,aa,aa,aa,aa,aa,29453,促進電力開發，協助公共建設及增進地方福祉
15,75,aa,aa,aa,苓雅區,苓雅區公所,aa,協助高雄市苓雅區公所102年度發電年度協助金,aa,aa,aa,aa,aa,14727,促進電力開發，協助公共建設及增進地方福祉
16,75,aa,aa,aa,小港區,小港區公所,aa,協助高雄市小港區公所102年度發電年度協助金,aa,aa,aa,aa,aa,35184,促進電力開發，協助公共建設及增進地方福祉
17,75,aa,aa,aa,通霄鎮,通霄鎮公所,aa,協助苗栗縣通霄鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,45053,促進電力開發，協助公共建設及增進地方福祉
18,75,aa,aa,aa,苑裡鎮,苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,22527,促進電力開發，協助公共建設及增進地方福祉
19,75,aa,aa,aa,湖西鄉,湖西鄉公所,aa,協助澎湖縣湖西鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,2458,促進電力開發，協助公共建設及增進地方福祉
20,75,aa,aa,aa,沙鹿區,臺中市沙鹿區公所,aa,協助臺中市沙鹿區公所102年度發電年度協助金,aa,aa,aa,aa,aa,18275,促進電力開發，協助公共建設及增進地方福祉
21,75,aa,aa,aa,清水區,臺中市清水區公所,aa,協助臺中市清水區公所102年度發電年度協助金,aa,aa,aa,aa,aa,16980,促進電力開發，協助公共建設及增進地方福祉
22,75,aa,aa,aa,伸港鄉,伸港鄉公所,aa,協助彰化縣伸港鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,62634,促進電力開發，協助公共建設及增進地方福祉
23,75,aa,aa,aa,伸港鄉,伸港鄉公所,aa,協助彰化縣伸港鄉公所102年度輸變電協助金(運轉中)--全興超高壓變電所,aa,aa,aa,aa,aa,3150,促進電力開發，協助公共建設及增進地方福祉
24,75,aa,aa,aa,新屋鄉,新屋鄉公所,aa,協助桃園縣新屋鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,52866,促進電力開發，協助公共建設及增進地方福祉
25,75,aa,aa,aa,和美鎮,和美鎮公所,aa,協助彰化縣和美鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,9138,促進電力開發，協助公共建設及增進地方福祉
26,75,aa,aa,aa,線西鄉,線西鄉公所,aa,協助彰化縣線西鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,13176,促進電力開發，協助公共建設及增進地方福祉
27,75,aa,aa,aa,線西鄉,線西鄉公所,aa,協助彰化縣線西鄉公所102年度輸變電協助金(運轉中)--彰濱超高壓變電所,aa,aa,aa,aa,aa,2500,促進電力開發，協助公共建設及增進地方福祉
28,75,aa,aa,aa,金湖鎮,金湖鎮公所,aa,協助金門縣金湖鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
29,75,aa,aa,aa,金城鎮,金城鎮公所,aa,協助金門縣金城鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,1241,促進電力開發，協助公共建設及增進地方福祉
30,75,aa,aa,aa,南竿鄉,南竿鄉公所,aa,協助連江縣南竿鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
31,75,aa,aa,aa,麥寮鄉,麥寮鄉公所,aa,協助雲林縣麥寮鄉公所102年度發電年度協助金--雲麥風力發電機組,aa,aa,aa,aa,aa,802,促進電力開發，協助公共建設及增進地方福祉
32,75,aa,aa,aa,白沙鄉,白沙鄉公所,aa,協助澎湖縣白沙鄉公所102年度發電年度協助金--中屯風力發電機組,aa,aa,aa,aa,aa,96,促進電力開發，協助公共建設及增進地方福祉
33,75,aa,aa,aa,仁愛鄉,仁愛鄉公所,aa,協助南投縣仁愛鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,2292,促進電力開發，協助公共建設及增進地方福祉
34,75,aa,aa,aa,仁愛鄉,仁愛鄉公所,aa,協助南投縣仁愛鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,1238,促進電力開發，協助公共建設及增進地方福祉
35,75,aa,aa,aa,魚池鄉,魚池鄉公所,aa,協助南投縣魚池鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,5349,促進電力開發，協助公共建設及增進地方福祉
36,75,aa,aa,aa,魚池鄉,魚池鄉公所,aa,協助南投縣魚池鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,7812,促進電力開發，協助公共建設及增進地方福祉
37,75,aa,aa,aa,水里鄉,水里鄉公所,aa,協助南投縣水里鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,7641,促進電力開發，協助公共建設及增進地方福祉
38,75,aa,aa,aa,水里鄉,水里鄉公所,aa,協助南投縣水里鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,15163,促進電力開發，協助公共建設及增進地方福祉
39,75,aa,aa,aa,和平區,臺中市和平區公所,aa,協助臺中市和平區公所102年度發電年度協助金,aa,aa,aa,aa,aa,18600,促進電力開發，協助公共建設及增進地方福祉
40,75,aa,aa,aa,新店區,新店區公所,aa,協助新北市新店區公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
41,75,aa,aa,aa,中寮鄉,中寮鄉公所,aa,協助南投縣中寮鄉公所102年度輸變電協助金(運轉中)--中寮開閉所,aa,aa,aa,aa,aa,3300,促進電力開發，協助公共建設及增進地方福祉
42,75,aa,aa,aa,卓蘭鎮,卓蘭鎮公所,aa,協助宜蘭縣卓蘭鎮公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
43,75,aa,aa,aa,泰安鄉,泰安鄉公所,aa,協助宜蘭縣泰安鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
44,75,aa,aa,aa,南澳鄉,南澳鄉公所,aa,協助宜蘭縣南澳鄉公所102年度發電年度協助金,aa,aa,aa,aa,aa,1000,促進電力開發，協助公共建設及增進地方福祉
45,75,aa,aa,aa,基隆市,基隆市政府,aa,協助基隆市政府102年度發電年度協助金,aa,aa,aa,aa,aa,12901,促進電力開發，協助公共建設及增進地方福祉
46,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金,aa,aa,aa,aa,aa,17110,促進電力開發，協助公共建設及增進地方福祉
47,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金,aa,aa,aa,aa,aa,19141,促進電力開發，協助公共建設及增進地方福祉
48,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金,aa,aa,aa,aa,aa,16200,促進電力開發，協助公共建設及增進地方福祉
49,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金,aa,aa,aa,aa,aa,3987,促進電力開發，協助公共建設及增進地方福祉
50,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金,aa,aa,aa,aa,aa,400,促進電力開發，協助公共建設及增進地方福祉
51,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度發電年度協助金(林口發電廠新增改建),aa,aa,aa,aa,aa,12480,促進電力開發，協助公共建設及增進地方福祉
52,75,aa,aa,aa,新北市,新北市政府,aa,協助新北市政府102年度輸變電協助金(運轉中),aa,aa,aa,aa,aa,3148,促進電力開發，協助公共建設及增進地方福祉
53,75,aa,aa,aa,桃園縣,桃園縣政府,aa,協助桃園縣政府102年度發電年度協助金,aa,aa,aa,aa,aa,31858,促進電力開發，協助公共建設及增進地方福祉
54,75,aa,aa,aa,桃園縣,桃園縣政府,aa,協助桃園縣政府102年度發電年度協助金,aa,aa,aa,aa,aa,2162,促進電力開發，協助公共建設及增進地方福祉
