項次,單位代號,核准日期,預算科目/名稱,關注民代,補助縣市鄉鎮區,申請補(捐)助單位,統一編號,活動名稱,活動時間(起),活動時間(迄),活動地點,"活動總經額 (千元)","申請補助金額 (千元)","核准補助金額 (千元)",核准理由
43,A079,2015/1/22,aa,aa,澎湖縣,澎湖縣政府,aa,協助澎湖縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,497,促進電力發展營運，協助公共建設及增進地方福祉
44,A079,2015/1/22,aa,aa,宜蘭縣,宜蘭縣政府,aa,協助宜蘭縣政府104年度輸變電促協金(運轉中),aa,aa,aa,aa,aa,540,促進電力發展營運，協助公共建設及增進地方福祉
45,A079,2015/1/22,aa,aa,臺中市,臺中市政府,aa,協助臺中市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,57486,促進電力發展營運，協助公共建設及增進地方福祉
46,A079,2015/1/22,aa,aa,臺中市,臺中市政府,aa,協助臺中市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,2530,促進電力發展營運，協助公共建設及增進地方福祉
47,A079,2015/1/22,aa,aa,臺中市,臺中市政府,aa,協助臺中市政府104年度發電年度促協金(施工中)-大甲溪發電廠青山分廠,aa,aa,aa,aa,aa,1472,促進電力發展營運，協助公共建設及增進地方福祉
48,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣政府,aa,協助苗栗縣政府104年度發電年度促協金(施工中)-通霄發電廠更新擴建,aa,aa,aa,aa,aa,16067,促進電力發展營運，協助公共建設及增進地方福祉
49,A079,2015/1/22,aa,aa,彰化縣,彰化縣政府,aa,協助彰化縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,17300,促進電力發展營運，協助公共建設及增進地方福祉
50,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣政府,aa,協助苗栗縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,14997,促進電力發展營運，協助公共建設及增進地方福祉
51,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣政府,aa,協助苗栗縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,282,促進電力發展營運，協助公共建設及增進地方福祉
52,A079,2015/1/22,aa,aa,南投縣,南投縣政府,aa,協助南投縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,3004,促進電力發展營運，協助公共建設及增進地方福祉
53,A079,2015/1/22,aa,aa,桃園市,桃園市政府,aa,協助桃園市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,1618,促進電力發展營運，協助公共建設及增進地方福祉
54,A079,2015/1/22,aa,aa,桃園市,桃園市政府,aa,協助桃園市政府104年度輸變電促協金(運轉中),aa,aa,aa,aa,aa,2704,促進電力發展營運，協助公共建設及增進地方福祉
55,A079,2015/1/22,aa,aa,桃園市,桃園市政府,aa,協助桃園市政府104年度發電年度促協金(施工中)-林口發電廠新增改建,aa,aa,aa,aa,aa,6720,促進電力發展營運，協助公共建設及增進地方福祉
56,A079,2015/1/22,aa,aa,新北市,新北市政府,aa,協助新北市政府104年度發電年度促協金(施工中)-林口發電廠新增改建,aa,aa,aa,aa,aa,12480,促進電力發展營運，協助公共建設及增進地方福祉
57,A079,2015/1/22,aa,aa,新北市,新北市政府,aa,協助新北市政府104年度輸變電促協金(運轉中),aa,aa,aa,aa,aa,3213,促進電力發展營運，協助公共建設及增進地方福祉
58,A079,2015/1/22,aa,aa,桃園市,桃園市政府,aa,協助桃園市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,35106,促進電力發展營運，協助公共建設及增進地方福祉
59,A079,2015/1/22,aa,aa,南投縣,南投縣政府,aa,協助南投縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4609,促進電力發展營運，協助公共建設及增進地方福祉
60,A079,2015/1/22,aa,aa,南投縣,南投縣政府,aa,協助南投縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,275,促進電力發展營運，協助公共建設及增進地方福祉
61,A079,2015/1/22,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所104年度輸變電促協金(運轉中)--中寮超高壓開閉所,aa,aa,aa,aa,aa,2700,促進電力發展營運，協助公共建設及增進地方福祉
62,A079,2015/1/22,aa,aa,屏東縣,屏東縣枋寮鄉公所,aa,協助屏東縣枋寮鄉公所104年度輸變電促協金(運轉中)--大鵬超高壓變電所,aa,aa,aa,aa,aa,4700,促進電力發展營運，協助公共建設及增進地方福祉
63,A079,2015/1/22,aa,aa,花蓮縣,花蓮縣鳳林鎮公所,aa,協助花蓮縣鳳林鎮公所104年度輸變電促協金(運轉中)--鳳林超高壓變電所,aa,aa,aa,aa,aa,2200,促進電力發展營運，協助公共建設及增進地方福祉
64,A079,2015/1/22,aa,aa,屏東縣,屏東縣里港鄉公所,aa,協助屏東縣里港鄉公所104年度輸變電促協金(運轉中)--瀰力超高壓變電所,aa,aa,aa,aa,aa,2500,促進電力發展營運，協助公共建設及增進地方福祉
65,A079,2015/1/22,aa,aa,南投縣,南投縣名間鄉公所,aa,協助南投縣名間鄉公所104年度輸變電促協金(運轉中)--南投超高壓變電所,aa,aa,aa,aa,aa,4667,促進電力發展營運，協助公共建設及增進地方福祉
66,A079,2015/1/22,aa,aa,屏東縣,屏東縣政府,aa,協助屏東縣政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,25172,促進電力發展營運，協助公共建設及增進地方福祉
67,A079,2015/1/22,aa,aa,彰化縣,彰化縣埤頭鄉公所,aa,協助彰化縣埤頭鄉公所104年度輸變電促協金(運轉中)--彰林超高壓變電所,aa,aa,aa,aa,aa,2600,促進電力發展營運，協助公共建設及增進地方福祉
68,A079,2015/3/12,aa,aa,高雄市,高雄市永安區鹽田社區發展協會,87902836,協助高雄市永安區鹽田社區發展協會辦理參訪社區暨宣導節能減碳活動,2015/3/28,2015/3/30,台中發電廠,258,70,60,配合宣導電力發展營運，提升台電企業形象
69,A079,2015/3/12,aa,aa,高雄市,高雄市茄萣區興達國民小學,aa,協助高雄市茄萣區興達國民小學辦理慶祝十九週年校慶運動會暨節約能源宣導,2015/3/29,2015/3/29,高雄市茄萣區,149,60,30,配合宣導電力發展營運，提昇文教品質
70,A079,2015/3/12,aa,aa,高雄市,社團法人高雄市彌陀文安長壽協會,74824057,協助社團法人高雄市彌陀文安長壽協會辦理104年度會員參加地方產業文化交流活動,2015/3/28,2015/3/30,台中發電廠,464,150,40,配合宣導電力發展營運，提升台電企業形象
71,A079,2015/1/22,aa,aa,彰化縣,彰化縣伸港鄉公所,aa,協助彰化縣伸港鄉公所104年度輸變電促協金(運轉中)--全興超高壓變電所,aa,aa,aa,aa,aa,3150,促進電力發展營運，協助公共建設及增進地方福祉
72,A079,2015/1/22,aa,aa,彰化縣,彰化縣線西鄉公所,aa,協助彰化縣線西鄉公所104年度輸變電促協金(運轉中)--彰濱超高壓變電所,aa,aa,aa,aa,aa,2500,促進電力發展營運，協助公共建設及增進地方福祉
73,A079,2015/3/12,aa,aa,苗栗縣,苗栗縣義消退休交流發展協會,25332786,協助苗栗縣義消退休交流發展協會辦理「CPR與哈姆立克急救研習」計畫(104/3/14),2015/3/14,2015/3/14,苗栗縣通霄鎮,185,30,20,配合宣導電力發展營運，提昇文教品質
74,A079,2015/1/22,aa,aa,基隆市,基隆市政府,aa,協助基隆市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,13668,促進電力發展營運，協助公共建設及增進地方福祉
75,A079,2015/3/12,aa,aa,臺中市,臺中市社區福利推展協會,39894576,協助臺中市社區福利推展協會辦理104年奉天宮民俗文化觀摩暨節約用電宣導活動(預計活動時程:2015/4/12),2015/4/12,2015/4/12,台中發電廠,597,120,70,配合宣導電力發展營運，維護傳統習俗
76,A079,2015/1/22,aa,aa,新竹縣,新竹縣關西鎮公所,aa,協助新竹縣關西鎮公所104年度輸變電促協金(運轉中)--龍潭超高壓變電所,aa,aa,aa,aa,aa,3950,促進電力發展營運，協助公共建設及增進地方福祉
77,A079,2015/1/22,aa,aa,嘉義縣,嘉義縣民雄鄉公所,aa,協助嘉義縣民雄鄉公所104年度輸變電促協金(運轉中)--嘉民超高壓變電所,aa,aa,aa,aa,aa,6500,促進電力發展營運，協助公共建設及增進地方福祉
78,A079,2015/1/22,aa,aa,新竹縣,新竹縣峨眉鄉公所,aa,協助新竹縣峨眉鄉公所104年度輸變電促協金(運轉中)--峨眉超高壓變電所,aa,aa,aa,aa,aa,4900,促進電力發展營運，協助公共建設及增進地方福祉
79,A079,2015/1/22,aa,aa,新竹縣,新竹縣湖口鄉公所,aa,協助新竹縣湖口鄉公所104年度輸變電促協金(運轉中)--竹工超高壓變電所,aa,aa,aa,aa,aa,2850,促進電力發展營運，協助公共建設及增進地方福祉
80,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣卓蘭鎮公所,aa,協助苗栗縣卓蘭鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,706,促進電力發展營運，協助公共建設及增進地方福祉
81,A079,2015/3/12,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區龜吼里104年度中秋環保公益晚會活動(預計活動時程:2015/9),2015/9/1,2015/9/30,新北市萬里區,1338,300,45,配合宣導電力發展營運，維護傳統習俗
82,A079,2015/3/12,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區萬里里104年度中秋佳節聯歡晚會活動(預計活動時程:2015/9),2015/9/1,2015/9/30,新北市萬里區,1338,300,80,配合宣導電力發展營運，維護傳統習俗
83,A079,2015/3/12,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區野柳里104年度中秋睦鄰公益暨全里環保宣導活動(預計活動時程:2015/9),2015/9/1,2015/9/30,新北市萬里區,1338,300,80,配合宣導電力發展營運，維護傳統習俗
84,A079,2015/3/10,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理104年度苑裡鎮青埔生命紀念館春季法會(預計活動時程:2015/3/28),2015/3/28,2015/3/28,苗栗縣苑裡鎮,747,100,80,配合宣導電力發展營運，維護傳統習俗
85,A079,2015/3/10,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區104年度社福志工教育訓練研習參訪活動(預計參訪活動時程:2015/6-2015/12),2015/6/1,2015/12/31,通霄發電廠,251,188.7,150,配合宣導電力發展營運，提升台電企業形象
86,A079,2015/1/22,aa,aa,臺中市,臺中市和平區公所,aa,協助臺中市和平區公所104年度發電年度促協金(施工中)-大甲溪發電廠青山分廠,aa,aa,aa,aa,aa,6624,促進電力發展營運，協助公共建設及增進地方福祉
87,A079,2015/1/22,aa,aa,宜蘭縣,宜蘭縣三星鄉公所,aa,協助宜蘭縣三星鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,442,促進電力發展營運，協助公共建設及增進地方福祉
88,A079,2015/1/22,aa,aa,宜蘭縣,宜蘭縣大同鄉公所,aa,協助宜蘭縣大同鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,228,促進電力發展營運，協助公共建設及增進地方福祉
89,A079,2015/1/22,aa,aa,南投縣,南投縣水里鄉公所,aa,協助南投縣水里鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,7510,促進電力發展營運，協助公共建設及增進地方福祉
90,A079,2015/1/22,aa,aa,南投縣,南投縣水里鄉公所,aa,協助南投縣水里鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,15210,促進電力發展營運，協助公共建設及增進地方福祉
91,A079,2015/1/22,aa,aa,臺中市,臺中市和平區公所,aa,協助臺中市和平區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,11387,促進電力發展營運，協助公共建設及增進地方福祉
92,A079,2015/1/22,aa,aa,南投縣,南投縣仁愛鄉公所,aa,協助南投縣仁愛鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,1376,促進電力發展營運，協助公共建設及增進地方福祉
93,A079,2015/1/22,aa,aa,南投縣,南投縣魚池鄉公所,aa,協助南投縣魚池鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,5257,促進電力發展營運，協助公共建設及增進地方福祉
94,A079,2015/1/22,aa,aa,南投縣,南投縣魚池鄉公所,aa,協助南投縣魚池鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,7835,促進電力發展營運，協助公共建設及增進地方福祉
95,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣泰安鄉公所,aa,協助苗栗縣泰安鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,706,促進電力發展營運，協助公共建設及增進地方福祉
96,A079,2015/1/22,aa,aa,宜蘭縣,宜蘭縣南澳鄉公所,aa,協助宜蘭縣南澳鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,358,促進電力發展營運，協助公共建設及增進地方福祉
97,A079,2015/3/10,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區「生命守護天使，樂活100」活動(預計活動時程:2015/6-2015/12),2015/6/1,2015/12/31,新北市金山區,330,330,270,配合宣導電力發展營運，提升台電企業形象
98,A079,2015/3/10,aa,aa,苗栗縣,苗栗縣苑裡吉祥敬老尊賢協會,45825458,協助苗栗縣苑裡吉祥敬老尊賢協會辦理104年度健行及消防講座暨才藝表演活動(預計活動時程:2015/3/12),2015/3/12,2015/3/12,苗栗縣苑裡鎮,106,20,20,配合宣導電力發展營運，提昇文教品質
99,A079,2015/3/12,aa,aa,花蓮縣,花蓮縣秀林鄉公所,aa,協助花蓮縣秀林鄉公所辦理花蓮縣秀林鄉銅門國民小學活化課程增能學習計畫(預計活動時程:2015/4/1-2015/12/30),2015/3/1,2015/12/30,花蓮縣秀林鄉,145,145,120,配合宣導電力發展營運，提昇文教品質
100,A079,2015/1/22,aa,aa,花蓮縣,花蓮縣秀林鄉公所,aa,協助花蓮縣秀林鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4454,促進電力發展營運，協助公共建設及增進地方福祉
101,A079,2015/1/22,aa,aa,連江縣,連江縣南竿鄉公所,aa,協助連江縣南竿鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,429,促進電力發展營運，協助公共建設及增進地方福祉
102,A079,2015/1/22,aa,aa,南投縣,南投縣仁愛鄉公所,aa,協助南投縣仁愛鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,2253,促進電力發展營運，協助公共建設及增進地方福祉
103,A079,2015/1/22,aa,aa,金門縣,金門縣金湖鎮公所,aa,協助金門縣金湖鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,328,促進電力發展營運，協助公共建設及增進地方福祉
104,A079,2015/1/22,aa,aa,金門縣,金門縣金城鎮公所,aa,協助金門縣金城鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,1306,促進電力發展營運，協助公共建設及增進地方福祉
105,A079,2015/3/5,aa,aa,苗栗縣,苗栗縣蓬山文教協會,14290515,協助苗栗縣蓬山文教協會辦理蓬山老照片專輯出版(預計活動時程:2015/2/3-2015/5/10),2015/2/3,2015/5/10,苗栗縣苑裡鎮,240,180,30,配合宣導電力發展營運，提昇文教品質
106,A079,2015/3/5,aa,aa,苗栗縣,苗栗縣苑裡鎮新復社區發展協會,19283247,協助苗栗縣苑裡鎮新復社區發展協會辦理104年「媽祖民俗文化」活動(預計活動時程:2015/3/7-2015/3/8),2015/3/7,2015/2/8,苗栗縣苑裡鎮,300,50,30,配合宣導電力發展營運，維護傳統習俗
107,A079,2015/3/5,aa,aa,苗栗縣,苗栗縣苑裡社南媽祖文化民俗觀光協會,45359489,協助苗栗縣苑裡社南媽祖文化民俗觀光協會辦理「104年社南媽祖文化季」進香活動計畫(預計活動時程:2015/3/21-2015/3/23),2015/3/21,2015/3/23,苗栗縣苑裡鎮,970,391.95,30,配合宣導電力發展營運，維護傳統習俗
108,A079,2015/1/22,aa,aa,彰化縣,彰化縣和美鎮公所,aa,協助彰化縣和美鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,9311,促進電力發展營運，協助公共建設及增進地方福祉
109,A079,2015/1/22,aa,aa,彰化縣,彰化縣線西鄉公所,aa,協助彰化縣線西鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,13399,促進電力發展營運，協助公共建設及增進地方福祉
110,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所104年度發電年度促協金(施工中)-通霄發電廠更新擴建,aa,aa,aa,aa,aa,26778,促進電力發展營運，協助公共建設及增進地方福祉
111,A079,2015/1/22,aa,aa,澎湖縣,澎湖縣湖西鄉公所,aa,協助澎湖縣湖西鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,2483,促進電力發展營運，協助公共建設及增進地方福祉
112,A079,2015/1/22,aa,aa,彰化縣,彰化縣伸港鄉公所,aa,協助彰化縣伸港鄉公所104度發電年度促協金(運轉中),aa,aa,aa,aa,aa,63792,促進電力發展營運，協助公共建設及增進地方福祉
113,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,49992,促進電力發展營運，協助公共建設及增進地方福祉
114,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所104年度發電年度促協金(施工中)-通霄發電廠更新擴建,aa,aa,aa,aa,aa,53556,促進電力發展營運，協助公共建設及增進地方福祉
115,A079,2015/1/22,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,24996,促進電力發展營運，協助公共建設及增進地方福祉
116,A079,2015/3/5,aa,aa,苗栗縣,苗栗縣通霄鎮福源社區發展協會,66843299,協助苗栗縣通霄鎮福源社區發展協會辦理福龍‧福源里文化祭與節約能源宣導活動(預計活動時程:2015/3/7-2015/3/8),2015/3/7,2015/3/8,苗栗縣通霄鎮,216,90,30,配合宣導電力發展營運，維護傳統習俗
117,A079,2015/1/22,aa,aa,宜蘭縣,宜蘭縣冬山鄉公所,aa,協助宜蘭縣冬山鄉公所104年度輸變電促協金(運轉中)--冬山超高壓變電所,aa,aa,aa,aa,aa,2700,促進電力發展營運，協助公共建設及增進地方福祉
118,A079,2015/3/9,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區「地方民俗祭典祈安遶境」活動(預計活動時程:2015/3-2015/12),2015/3/1,2015/12/31,新北市金山區,300,300,250,配合宣導電力發展營運，維護傳統習俗
119,A079,2015/3/6,aa,aa,高雄市,高雄市湖內區三侯國民小學,aa,協助高雄市湖內區三侯國民小學辦理慶祝創校50週年校慶暨社區運動大會系列活動實施計畫(預計活動時程:2015/4/1-2015/4/26),2015/4/1,2015/4/26,高雄市湖內區,155,40,40,配合宣導電力發展營運，提昇文教品質
120,A079,2015/3/6,aa,aa,高雄市,高雄市彌陀安樂松柏長青會,20249824,協助高雄市彌陀安樂松柏長青會辦理104年地方產業文化觀摩活動(預計活動時程:2015/4/9-2015/4/11),2015/4/9,2015/4/11,台中發電廠,281,90,40,配合宣導電力發展營運，提升台電企業形象
121,A079,2015/3/9,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區各里聯合慶祝104年度九九重陽敬老活動(預計活動時程:2015/10),2015/10/1,2015/10/31,新北市金山區,1196,1196,200,配合宣導電力發展營運，維護傳統習俗
122,A079,2015/1/22,aa,aa,基隆市,基隆市仁愛區公所,aa,協助基隆市仁愛區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4100,促進電力發展營運，協助公共建設及增進地方福祉
123,A079,2015/1/22,aa,aa,基隆市,基隆市信義區公所,aa,協助基隆市信義區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4100,促進電力發展營運，協助公共建設及增進地方福祉
124,A079,2015/1/22,aa,aa,基隆市,基隆市暖暖區公所,aa,協助基隆市暖暖區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4100,促進電力發展營運，協助公共建設及增進地方福祉
125,A079,2015/1/22,aa,aa,基隆市,基隆市七堵區公所,aa,協助基隆市七堵區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4100,促進電力發展營運，協助公共建設及增進地方福祉
126,A079,2015/1/22,aa,aa,基隆市,基隆市中正區公所,aa,協助基隆市中正區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,4100,促進電力發展營運，協助公共建設及增進地方福祉
127,A079,2015/1/22,aa,aa,基隆市,基隆市中山區公所,aa,協助基隆市中山區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,34168,促進電力發展營運，協助公共建設及增進地方福祉
128,A079,2015/1/22,aa,aa,基隆市,基隆市安樂區公所,aa,協助基隆市安樂區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,13668,促進電力發展營運，協助公共建設及增進地方福祉
129,A079,2015/3/6,aa,aa,高雄市,高雄市彌陀公園長青協會,13676842,協助高雄市彌陀公園長青協會辦理104年度『地方產業文化交流活動』計畫(預計活動時程:2015/4/6-2015/4/7),2015/4/6,2015/4/7,大甲溪電廠,201,50,40,配合宣導電力發展營運，提升台電企業形象
130,A079,2015/1/22,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,62970,促進電力發展營運，協助公共建設及增進地方福祉
131,A079,2015/1/22,aa,aa,屏東縣,屏東縣滿州鄉公所,aa,協助屏東縣滿州鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,25783,促進電力發展營運，協助公共建設及增進地方福祉
132,A079,2015/1/22,aa,aa,屏東縣,屏東縣車城鄉公所,aa,協助屏東縣車城鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,27670,促進電力發展營運，協助公共建設及增進地方福祉
133,A079,2015/1/22,aa,aa,屏東縣,屏東縣牡丹鄉公所,aa,協助屏東縣牡丹鄉公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,9433,促進電力發展營運，協助公共建設及增進地方福祉
134,A079,2015/3/3,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所辦理「104年全國客家日~通霄樂活慶天穿」(預計活動時程:2015/3/10),2015/3/10,2015/3/10,aa,410,150,70,配合宣導電力發展營運，維護傳統習俗
135,A079,2015/2/26,aa,aa,宜蘭縣,宜蘭縣冬山鄉公所,aa,協助宜蘭縣冬山鄉公所辦理冬山鄉立圖書館申請閱讀、藝文推廣活動及館藏充實專案計畫(預計活動時程:2015/4/1-2015/12/31),2015/4/1,2015/12/31,宜蘭縣冬山鄉,100,100,50,配合宣導電力發展營運，提昇文教品質
136,A079,2015/2/26,aa,aa,苗栗縣,苗栗縣政府,aa,協助苗栗縣政府辦理2015三義國際木雕藝術節(預計活動時程:2015/5-2015/9),2015/5/1,2015/9/30,苗栗縣三義鄉,10900,300,200,配合宣導電力發展營運，提升台電企業形象
137,A079,2015/3/3,aa,aa,高雄市,高雄市小港區鳳源社區發展協會,77496795,協助高雄市小港區鳳源社區發展協會辦理舉辦參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動(預計參訪活動時程:2015/3/20-2015/3/21),2015/3/20,2015/3/21,大林發電廠,189,100,70,配合宣導電力發展營運，提升台電企業形象
138,A079,2015/3/3,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理三德里守望相助隊16週年慶表揚優秀隊員暨推廣乾淨能源政策及用電安全宣導活動(預計活動時程:2015/3/22),2015/3/22,2015/3/22,臺中市龍井區,265,100,50,配合宣導電力發展營運，提升台電企業形象
139,A079,2015/3/3,aa,aa,苗栗縣,苗栗縣通霄鎮內湖社區發展協會,66843349,協助苗栗縣通霄鎮內湖社區發展協會辦理104年度[羊揚得意、照遍光明]活動(預計活動時程:2015/3/5),2015/3/5,2015/3/5,苗栗縣通霄鎮,186,100,80,配合宣導電力發展營運，維護傳統習俗
140,A079,2015/3/4,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區中幅里104年度核能安全講習暨端午關懷獨居老人、身心障礙者及弱勢家庭活動(預計活動時程:2015/6),2015/6/1,2015/6/30,新北市萬里區,175,90,45,配合宣導電力發展營運，維護傳統習俗
141,A079,2015/3/4,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區北基里104年關懷獨居老人、弱勢家庭中秋公益晚會活動(預計活動時程:2015/9),2015/9/1,2015/9/30,新北市萬里區,430,50,45,配合宣導電力發展營運，維護傳統習俗
142,A079,2015/3/3,aa,aa,苗栗縣,苗栗縣黃金海岸地方農業文化觀光發展協會,45217617,協助苗栗縣黃金海岸地方農業文化觀光發展協會辦理樂活104鐵馬GOGOGO活動(預計活動時程:2015/3/8),2015/3/8,2015/3/8,苗栗縣通霄鎮,168,50,20,配合宣導電力發展營運，提昇文教品質
143,A079,2015/1/22,aa,aa,高雄市,高雄市政府,aa,協助高雄市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,7278,促進電力發展營運，協助公共建設及增進地方福祉
144,A079,2015/1/22,aa,aa,高雄市,高雄市政府,aa,協助高雄市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,8946,促進電力發展營運，協助公共建設及增進地方福祉
145,A079,2015/1/22,aa,aa,高雄市,高雄市政府,aa,協助高雄市政府104年度發電年度促協金(運轉中),aa,aa,aa,aa,aa,49775,促進電力發展營運，協助公共建設及增進地方福祉
146,A079,2015/1/22,aa,aa,高雄市,高雄市政府,aa,協助高雄市政府104年度發電年度促協金(施工中)-大林發電廠更新改建,aa,aa,aa,aa,aa,9600,促進電力發展營運，協助公共建設及增進地方福祉
147,A079,2015/2/26,aa,aa,苗栗縣,苗栗縣閩客民俗文化交流協會,45288838,協助苗栗縣閩客民俗文化交流協會辦理三羊開泰慶元宵活動(預計活動時程:2015/3/4-2015/3/5),2015/3/4,2015/3/5,苗栗縣通霄鎮,759,400,250,配合宣導電力發展營運，維護傳統習俗
148,A079,2015/3/3,aa,aa,高雄市,高雄市路竹華山長壽協會,25892295,協助高雄市路竹華山長壽協會辦理104年度社區交流活動(預計參訪活動時程:2015/3/31-2015/4/2),2015/3/31,2015/4/2,第二核能發電廠,395,50,30,配合宣導電力發展營運，提升台電企業形象
149,A079,2015/2/26,aa,aa,苗栗縣,苗栗縣通霄鎮通霄國民小學,aa,協助苗栗縣通霄鎮通霄國民小學辦理第22屆美術資優班畢業作品專輯編印計畫(預計活動時程:2015/2/20-2015/5/30),2015/2/20,2015/5/30,苗栗縣通霄鎮,99,90,80,配合宣導電力發展營運，提昇文教品質
150,A079,2015/3/2,aa,aa,新北市,社團法人中華民國新生活社會福利發展促進會,99970598,"協助社團法人中華民國新生活社會福利發展促進會辦理103學年度第2學期 弱勢學子免費課後服務(預計活動時程:2015/3/2-2015/6/30)",2015/3/2,2015/6/30,新北市三芝區,481,200,60,配合宣導電力發展營運，提昇文教品質
151,A079,2015/2/24,aa,aa,苗栗縣,苗栗縣愛舞者藝文推展協會,25334460,"協助苗栗縣愛舞者藝文推展協會辦理厝邊隔壁相招來運動 社區親子趣味競賽暨節能減碳支持電力建設宣導活動(預計活動時程:2015/4/19)",2015/4/19,2015/4/19,苗栗縣苑裡鎮,168,30,20,配合宣導電力發展營運，提昇文教品質
